labels,text,text_hi,text_bn,text_pa,text_mr,text_ur,text_es,text_fr,text_de,text_ar,text_ru,text_zh,text_pt,text_id,text_tr
ham,Yo come over carlos will be here soon,यो आ रहा है कारों से अधिक यहाँ जल्द ही हो जाएगा,"আমি এখানে আসবো, কার্লস দ্রুত এখানে আসবে।",I will come over carlos ਆਸਾਨੀ ਨਾਲ ਇੱਥੇ ਹੋ ਜਾਵੇਗਾ,मी आलो करुस लवकरच इथे येणार आहे,میں آئے گا کارلوس جلد ہی یہاں ہو جائے گا,Yo vengo por encima de Carlos pronto estará aquí,Tu viendras voir Carlos bientôt.,Kommen Sie über Carlos wird bald hier sein,سأعود إلى كارلوس وسأكون هنا قريبا,Я приду над Карлосом скоро будет здесь,"我来到这里,卡洛斯很快就会到这里。",Eu vim sobre Carlos estará aqui em breve,Aku akan datang di atas Carlos akan datang di sini tidak lama lagi,Karlos’u yakında buraya getireceğim
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,Awwwdate मीठा है! हम उसे करने के लिए कुछ कर सकते हैं! वह करने के लिए एक अच्छा समय है!,Awww dat সুন্দর! আমরা কিছু করতে পারি তিনি! একটি সুন্দর সময় আজ রাতে অসুস্থ সম্ভবত txt u পরে cos im একা :( xxx.,Awww dat is sweet!We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,आपण काहीच करू शकतो त्याला! आज रात्री एक चांगला वेळ बीमार असू शकतो txt u later cos im lonely :( xxx.,ہم اس کے لئے کچھ سوچ سکتے ہیں! ایک اچھا وقت ہے اس رات بیمار ہو سکتا ہے txt u دیر cos im اکیلے :( xxx.,Awww dat es dulce!Podemos pensar en algo para hacerle él!Hay un buen tiempo esta noche enfermo probablemente txt u más tarde cos im solamente :( xxx.,Awww dat est doux! Nous pouvons penser à quelque chose à faire lui! Passez un bon moment ce soir malade probablement txt u plus tard parce que im solitaire:( xxx.,"Awww dat ist süß! Wir können an etwas denken, um ihn zu tun! Haben eine schöne Zeit heute Abend krank wahrscheinlich txt u später cos im einsam :( xxx.",Awww dat هو حلو!نحن نستطيع التفكير في شيء للقيام به هو!هناك وقت لطيف الليلة المريض على الأرجح txt u في وقت لاحق cos im وحيدا :( xxx.,"Awww dat сладкий! мы можем подумать о чем-то сделать он он! иметь хорошее время сегодня ночью болеет, вероятно, txt у позднее cos im одинокий :( xxx.",Awww dat是甜蜜的! 我们可以想想他做点什么! 有一个愉快的时间今晚生病可能 txt u later cos im lonely :( xxx。,Awww dat é doce! podemos pensar em algo para fazer ele ele! Tenha um bom tempo esta noite doente provavelmente txt u mais tarde cos im solamente :( xxx.,Awww dat adalah manis! kita bisa berpikir tentang sesuatu untuk melakukan dia dia! memiliki waktu yang bagus malam ini sakit mungkin txt u kemudian cos im kesepian :( xxx.,Awww dat tatlı! biz onu yapacak bir şey düşünebiliriz! güzel bir zaman bu gece hasta muhtemelen txt u daha sonra cos im yalnız :( xxx.
ham,I guess it is useless calling u 4 something important.,मुझे लगता है कि यह निश्चित रूप से उपयोक्ता 4 कुछ महत्वपूर्ण बुला रहा है.,আমি মনে করি ৪-এর নামে কিছুটা গুরুত্বপূর্ণ।,"ਮੈਨੂੰ ਹੈ, ਜੋ ਕਿ ਇਸ ਨੂੰ ਵਰਤਿਆ ਜਾ ਸਕਦਾ ਹੈ U 4 ਕੁਝ ਮਹੱਤਵਪੂਰਨ.","मला वाटत आहे की, 4 कोणाला काहीतरी महत्त्वाचे म्हणणे बेकार आहे.",مجھے لگتا ہے کہ یہ بے فائدہ ہے آپ کو 4 کچھ اہم کہا جاتا ہے.,Creo que es inútil llamar a 4 algo importante.,Je suppose que c'est inutile d'appeler u 4 quelque chose d'important.,"Ich schätze, es ist nutzlos, u 4 etwas Wichtiges zu nennen.",أعتقد أنه من غير المفيد أن تسمي 4 شيئًا مهمًا.,"Я думаю, что бесполезно называть у 4 что-то важное.",我认为无用地称之为四个重要事物。,Eu acho que é inútil chamar o 4 algo importante.,Saya pikir tidak ada gunanya memanggil u 4 sesuatu yang penting.,Dördüncüsü önemli bir şey söylemek için kullanışsız olduğunu düşünüyorum.
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,हा - आप मुझे सलाम जब Lako करने के लिए नीचे बंद हो गया था. हैलो!,হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা হ্যা,"Ha ha - 'ਤੇ ਪੋਸਟ ਕੀਤਾ ਗਿਆ ਸੀ, ਜਦ ਤੁਹਾਨੂੰ ਮੈਨੂੰ hello-ed. Hello!",हॅ हॅ - तू मला नमस्कार करतो तेव्हा ते लॉयवर उतरले होते.,ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا,Ha ha - habría caído hacia abajo a la loa cuando me saludaste.,Ha ha - s'était jeté à l'eau quand tu m'as fait le bonjour.,"Ha ha - war aufs Klo geplatzt, als du mich gegrüßt hast.",ههههههههههههههههههههههههههههههههه,"Ha ha - ушел в лоу, когда ты приветствовал меня.",哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,Ha ha - tinha caído para baixo para a loa quando você me saúda.,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Ha ha - beni selam verdiğinizde loo'ya düşmüştüm.
ham,He dint tell anything. He is angry on me that why you told to abi.,वह कुछ भी बताओ. वह मुझ पर क्रोधित है कि तुम क्यों एक आइबी से कहा कि.,তিনি কিছু বলতে চান. তিনি আমাকে কষ্ট করেছিলেন যে আপনি এবিকে বললেন কেন।,"ਇਸ ਨੂੰ ਕੋਈ ਵੀ ਕਹਿੰਦਾ ਹੈ. ਇਸ ਨੂੰ ਮੈਨੂੰ ਇਸ ਲਈ ਹੈ, ਜੋ ਕਿ ਤੁਹਾਨੂੰ abi ਨੂੰ ਕਹਿੰਦਾ ਹੈ.",त्याने माझ्यावर नाराज आहे की तू एबीला कशाला सांगतोय.,وہ کچھ بھی کہتا ہے ۔ وہ مجھ پر غصہ کرتا ہے کہ آپ نے ایبی کو کیوں کہا ۔,Él se enojó conmigo por qué le dijeron a Abi.,"Il dit n'importe quoi, il est en colère contre moi, c'est pour ça que tu as dit à Abi.","Er ist wütend auf mich, deshalb hast du Abi gesagt.",كان غاضبًا مني لماذا أخبرت أبي.,"Он возмутился на меня, почему ты сказал Аби.","他想说什么,他对我很生气,你为什么告诉阿比。",Ele se envergonha de mim por que você disse a Abi.,Dia marah pada saya mengapa Anda memberitahu Abi.,Bir şey söylemeye başlamıştı.Bana niçin abi'ye söylüyorsun diye kızıyordu.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,किसी को पता है हमारी डेटिंग सेवा 2 से संपर्क पूछा है!,কেউ আপনি জানেন আমাদের ডেটিং পরিষেবা 2 আপনাকে যোগাযোগ করুন! কান্ট Guess কে? কল 09058091854 এখন সব প্রকাশ করা হবে. PO BOX385 M6 6WU,"ਕੋਈ ਵੀ ਤੁਹਾਨੂੰ ਪਤਾ ਹੈ, ਸਾਡੇ ਟੈਟੂ ਸੇਵਾ 2 ਤੁਹਾਡੇ ਨਾਲ ਸੰਪਰਕ ਕਰੋ! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU","कोणी तुम्हाला माहिती आहे, आमच्या डेटिंग सेवाला विचारलं आहे 2 तुम्हाला संपर्क करा! Cant Guess कोणी? कॉल 09058091854 आता सगळं प्रकट होईल. PO BOX385 M6 6WU",کسی کو آپ جانتے ہیں ہماری ڈیٹنگ سروس سے پوچھا گیا ہے 2 آپ سے رابطہ کریں! Cant Guess کون ہے؟ کال 09058091854 اب سب ظاہر ہو جائے گا. PO BOX385 M6 6WU,Alguien que usted sabe ha preguntado nuestro servicio de citas 2 contacta con usted! Cant Guess quién? CALL 09058091854 NUEVO todo será revelado. PO BOX385 M6 6WU,Quelqu'un U know a demandé à notre service de rencontres 2 vous contacter! Cant Devinez qui? APPELER 09058091854 MAINTENANT tout sera révélé. PO BOX385 M6 6WU,"Jemand U weiß hat gefragt, unsere Dating-Service 2 kontaktieren Sie! Cant Ratet wer? Rufen Sie 09058091854 Jetzt werden alle enthüllt werden. PO BOX385 M6 6WU",شخص ما أنت تعرف قد سألنا خدمة التعارف 2 اتصل بك! Cant Guess من؟ اتصل 09058091854 الآن سيتم الكشف عنها. PO BOX385 M6 6WU,"Кто-то, кого вы знаете, спросил о нашем сервисе знакомств 2 свяжитесь с вами! Cant Guess кто? CALL 09058091854 NOW все будет раскрыто. PO BOX385 M6 6WU",有人你知道已经询问了我们的约会服务2 联系你! Cant Guess 谁? CALL 09058091854 NOW 所有将被揭露。,Alguém que você sabe perguntou o nosso serviço de namoro 2 entre em contato com você! Cant Guess quem? CALL 09058091854 NOW tudo será revelado. PO BOX385 M6 6WU,Seseorang yang Anda ketahui telah meminta layanan kencan kami 2 hubungi Anda! Cant Guess siapa? CALL 09058091854 NOW semuanya akan didedahkan. PO BOX385 M6 6WU,Bildiğiniz birisi bizim tanışma hizmeti sordu 2 sizinle iletişime geçin! Cant Guess kim? CALL 09058091854 NOW hepsi açıklanacaktır. PO BOX385 M6 6WU
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,यह इतना होता है कि वहाँ 2वाक्सो आप चाहते हैं. वह आकर बीमार हो सकता है और उसे चिकित्सा बीमा प्राप्त कर सकता है. और वह अभी तक बचा सकता है और बुनियादी देख सकता है. मैं अभी उसके लिए सही चिकित्सा बीमा के लिए खरीदारी कर रहा हूँ. तो बस मुझे टीिली दिन दे. यह है कि जब मैं मुख्य व्यक्ति सही राह दिखा सकता है कि मुझे सही राह दिखा सकता है.,এটা এমন ঘটনা ঘটে যে আপনি যা চান তা করতে পারেন. তিনি আসতে পারেন এবং অসুস্থ তার চিকিৎসা সংশোধন পেতে পারেন. এবং তিনি সরবরাহ করতে পারেন এবং মূল চিকিৎসা পেতে পারেন. আমি বর্তমানে তার জন্য সঠিক চিকিৎসা সংশোধন কেনাকাটা করছি. তাই শুধুমাত্র शुक्रवार সকালে আমাকে দেবেন. যখন আমি বড় ব্যক্তি দেখতে পারি যে আমাকে সঠিক সংশোধন পেতে পারে.,"ਇਸ ਲਈ ਇਸ ਨੂੰ ਹੈ, ਜੋ ਕਿ r 2waxsto ਹੈ, ਜੋ ਕਿ ਤੁਹਾਨੂੰ ਚਾਹੁੰਦੇ ਹਨ. ਇਸ ਨੂੰ ਆ ਸਕਦਾ ਹੈ ਅਤੇ ਭੋਜਨ ਪ੍ਰਾਪਤ ਕਰ ਸਕਦਾ ਹੈ. ਅਤੇ ਇਸ ਨੂੰ ਮੁਹੱਈਆ ਕਰ ਸਕਦਾ ਹੈ, ਅਤੇ ਇਸ ਨੂੰ ਬੁਨਿਆਦੀ ਸੇਵਾ ਕਰ ਸਕਦਾ ਹੈ. ਮੈਨੂੰ ਇਸ ਨੂੰ ਲਈ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ ਸਧਾਰਨ.",हे प्रकार घडत आहे की वहाँ r 2waxsto काय आपण चाहतो. तिला आऊ शकतो आणि बीमार मिळू शकतो. आणि तिला वितरित करू शकतो आणि बुनियादी देखभाल मिळू शकतो. मी आता तिच्यासाठी उचित चिकित्सा बीमासाठी खरेदी करतो. म्हणून फक्त मला शुक्रवारी उद्या द्या. तेव्हा मी मुख्य व्यक्ती बघू शकतो जो मला उचित बीमासाठी मार्गदर्शन करतो.,یہ ایسا ہوتا ہے کہ وہاں r 2waxsto کیا آپ چاہتے ہیں. وہ آ سکتے ہیں اور بیمار حاصل کر سکتے ہیں اس کی طبی امداد. اور وہ فراہم کر سکتے ہیں اور بنیادی دیکھ بھال ہے. میں فی الحال اس کے لئے صحیح طبی امداد کے لئے خریداری کر رہا ہوں. لہذا صرف مجھے جمعہ کی صبح تک دے.,Es así que sucede que hay r 2waxsto hacer lo que quieres. Ella puede venir y enferma obtener su seguro médico. Y ella será capaz de entregar y tener cuidado básico. Estoy actualmente a la compra para el seguro médico adecuado para ella. Así que simplemente me da hasta el viernes por la mañana.,Il se trouve qu'il y a 2waxsto que vous voulez. Elle peut venir et malade obtenir son assurance médicale. Et elle sera en mesure de livrer et d'avoir des soins de base. Je suis actuellement acheter la bonne assurance médicale pour elle. Donc donnez-moi jusqu'à vendredi matin. C'est quand je verrai la personne majeure qui peut me guider vers la bonne assurance.,"Es passiert so, dass es r 2waxsto tun wat Sie wollen. Sie kann kommen und krank bekommen ihre Krankenversicherung. Und sie wird in der Lage zu liefern und haben Grundversorgung. Ich bin derzeit für die richtige Krankenversicherung für sie. Also geben Sie mir bis Freitagmorgen. Das ist, wenn ich die große Person, die mich zur richtigen Versicherung führen kann sehen.",هذا يحدث أن هناك 2waxsto تفعل ما تريد. يمكنها أن تأتي والمرضى الحصول على التأمين الطبي لها. وسوف تكون قادرة على تسليم ولديها الرعاية الأساسية. أنا حاليا التسوق للحصول على التأمين الطبي المناسب لها. لذلك مجرد إعطائي حتى صباح الجمعة.,"Так случается, что там р 2waxsto делать то, что вы хотите. Она может прийти и болеть получить ее медицинское страхование. И она сможет доставить и иметь базовую помощь. Я в настоящее время покупаю для правильного медицинского страхования для нее. Так что просто дайте мне до пятницы утром. То есть когда я увижу главного человека, который может направлять меня к правильному страхованию.","她可以来,生病得到她的医疗保险,她会能够提供和基本护理,我现在正在购物的正确的医疗保险给她,所以只是给我到星期五早上,那时我会看到一个主要的人可以引导我到正确的保险。","É assim que acontece que há r 2waxsto fazer o que você quer. Ela pode vir e doente obter seu seguro médico. E ela será capaz de entregar e ter cuidados básicos. Eu estou atualmente fazendo compras para o seguro médico certo para ela. Então, basta dar-me até sexta-feira pela manhã.",Hal ini terjadi bahwa ada r 2waxsto melakukan apa yang Anda inginkan. dia bisa datang dan sakit mendapatkan asuransi medisnya. dan dia akan dapat memberikan dan memiliki perawatan dasar. saya saat ini membeli-belah untuk asuransi medis yang tepat untuknya. jadi hanya berikan saya sampai Jumat pagi. itu ketika saya akan melihat orang utama yang dapat membimbing saya ke asuransi yang tepat.,İhtiyacınız olan her şeyi yapabilirsin.Gelebilir ve hastalığına sağlık sigortası alabilirsin.Gelebilir ve temel bakım alabilirsin.Şu anda onun için doğru sağlık sigortası için alışveriş yapıyorum.Bu yüzden Cuma sabahına kadar bana verin.Bu yüzden beni doğru sigortaya yönlendirebilecek büyük kişiyi göreceğim.
ham,I keep ten rs in my shelf:) buy two egg.,मैं दस बिन्दुओं को अपनी गुफा में रखता हूं; दो अंडे खरीदता है।,‘আমি দু’টি ডিম কিনেছি।,ਮੈਨੂੰ 10 rs in my shelf ਹੈ:) 2 egg ਖਰੀਦੋ.,मी दहा रस माझ्या शेल्फमध्ये ठेवतो:) दोन अंडे खरेदी करतो.,میں اپنے شیل میں دس روپے رکھتا ہوں:) دو انڈے خریدیں.,Tengo 10 rs en mi shelf:) comprar dos huevos.,Je garde dix rs dans mon étagère:) acheter deux oeufs.,Ich behalte zehn Rs in meinem Regal:) kaufen zwei Ei.,أنا أضع عشرة أطباق في خزانتي :) شراء اثنين من البيض.,Я держу десять рс в моем яичке :) Купить два яйца.,我把十个鸡蛋留在我的箱子里:)买两个鸡蛋。,Tenho 10 rs na minha bolsa :) comprar dois ovos.,Saya menyimpan sepuluh rs dalam shelf saya:) beli dua telur.,2 adet yumurta aldım :) 2 adet yumurta aldım.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?","मैं अच्छी तरह से बच्चा नहीं था, मैं अपने गले में सूजन है... क्या आप कर अंत किया था?","আমি ভালো ছিল না বাচ্চা, আমার গর্ভবতী ত্বক আছে ... আপনি কী করেছিলেন?","ਮੈਨੂੰ ਚੰਗਾ ਨਹੀਂ ਸੀ, ਮੈਨੂੰ ਮੇਰੇ ਗਲਤੀ 'ਤੇ ਗਲਤੀ ਹੈ ... ਤੁਹਾਨੂੰ ਕੀ ਕਰ ਰਹੇ ਹਨ?","मी चांगला नव्हता बाबा, मी माझ्या गलेवर पळले ग्रॅंड आहेत ... तुम्ही काय कराल?",میں اچھی طرح سے نہیں تھا بیبی، میں نے اپنے گلے میں بوجھ لگایا ہے ... آپ نے کیا کیا کیا؟,"Yo no estaba bien bebé, tengo glándulas en la garganta... ¿qué acabaste haciendo?","Je n'étais pas bien bébé, j'ai des glandes gonflées à ma gorge... Qu'est-ce que tu as fini par faire?","Mir ging es nicht gut, Baby, ich habe geschwollene Drüsen an meinem Hals... Was hast du am Ende getan?",لم أكن جيدًا بيبي ، لدي غدد متورمًا في الحلق ... ماذا فعلت في النهاية؟,"Я не был хорошо мальчик, у меня на горле насыщенные железы... Что вы закончили делать?","我不太好,我的喉<unk>上有肿胀的腺......你到底做了什么?","Eu não estava bem bebê, eu tenho glândulas inchadas na minha garganta ... O que você acabou fazendo?","Saya tidak baik babe, saya memiliki kelenjar bengkak di tenggorokan saya ... Apa yang Anda akhirnya lakukan?","Ben iyi değilim bebeğim, boğazımda şişmiş bezlerim var... Sonunda ne yaptın?"
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,क्या 2 डा डा रिपोर्ट बड़ी है? कोस मैं पहले से ही 2 डा डा रिपोर्ट कर चुका हूँ.,আমি কি পূর্ববর্তী রিপোর্ট 2 থেকে পরিবর্তন করেছি?,ਕੀ ਹੈ ur change 2 da report big? Cos I've already made changes 2 da previous report.,"याचा अर्थ आहे की, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे, याचा अर्थ आहे.",کیا ur changes 2 da report big ہے؟ کیا میں نے پہلے سے ہی کیا ہے تبدیلیاں 2 da پچھلے رپورٹ.,¿Es el cambio de la hora 2 que el informe es grande?Como ya he hecho cambios 2 que el informe anterior.,Est-ce que les changements 2 da rapport grand? Parce que j'ai déjà fait des changements 2 da rapport précédent.,Ist ur Änderungen 2 da Bericht groß? Denn ich habe bereits Änderungen 2 da früheren Bericht gemacht.,هل تغيرت الساعة 2 من تقرير كبير؟ ماذا فعلت بالفعل تغييرات 2 من التقرير السابق.,Изменились ли изменения 2 доклада?Что я уже сделал изменения 2 до предыдущего доклада.,是 ur 更改 2 da 报告大吗? 我已经做了更改 2 da 之前的报告。,Será que as mudanças de ur 2 da relatório é grande?Como eu já fiz mudanças 2 da relatório anterior.,Apakah ur perubahan 2 da laporan besar? apa saya sudah membuat perubahan 2 da laporan sebelumnya.,2 ay önce demiş ki: 2 ay önce demiş ki: 2 ay önce demiş ki: 2 ay önce demiş ki: 2 ay önce demiş ki:
ham,Captain is in our room:),कप्तान हमारे कमरे में है:),ক্যাপ্টেন আমাদের রুমে আছে :),ਕਾਪੀਰਾਈਟ ਸਾਡੇ ਗਾਹਕ ਵਿੱਚ ਹੈ :),कप्तान आमच्या खोलीत आहे :),کاپٹر ہمارے کمرے میں ہے :),El capitán está en nuestra habitación :),Le capitaine est dans notre chambre:),Captain ist in unserem Zimmer:),القبطان في غرفتنا :),Капитан находится в нашей комнате :),船长在我们的房间:),O Capitão está em nossa sala :),Kapten berada di kamar kami :),Kaptan bizim odamızda :)
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.","मैं बात नहीं कर सकता, sczel होल समस्या है. मैं आप सुन सकते हैं लेकिन आप मेरी आवाज नहीं सुन सकते. तो मैं आपको बाद में फोन करता हूँ.","আমি কথা বলতে পারি না, bcaz মোবাইল সমস্যা আছে. আমি আপনাকে শুনতে পারি কিন্তু আপনি আমার শুনতে পারবেন না. তাই আমি আপনাকে পরে ফোন করি.","I can't speak, bcaz mobile has a problem. I can listen to you but you can't listen to my voice. ਇਸ ਲਈ I call you later.","मी बोलू शकत नाही, bcaz मोबाइल समस्या आहे. मी तुम्हाला ऐकू शकतो पण तुम्ही माझे आवाज ऐकू शकत नाही.",میں بات نہیں کر سکتا، bcaz موبائل میں کوئی مسئلہ ہے، میں آپ کو سن سکتا ہوں لیکن آپ میری آواز نہیں سن سکتے ہیں، لہذا میں آپ کو بعد میں کال کرتا ہوں.,"No puedo hablar, bcaz móvil tiene un problema. puedo escucharte pero no puedes escuchar mi voz.","Je peux t'écouter mais tu ne peux pas écouter ma voix, alors je t'appelle plus tard.","Ich kann nicht sprechen, Bcaz Mobile hat Probleme, ich kann dich hören, aber du kannst meine Stimme nicht hören, also rufe ich dich später an.",لا أستطيع أن أتكلم، bcaz الهاتف المحمول لديه مشكلة، أستطيع أن أسمع لك ولكنك لا تستطيع أن تسمع صوتي، لذلك أتصل بك في وقت لاحق.,"Я не могу говорить, bcaz mobile имеет проблемы. я могу вас услышать, но вы не можете услышать мой голос.","我不能说话,Bcaz手机有问题,我可以听你,但你不能听我的声音,所以我会以后打电话给你。","Eu não posso falar, bcaz móvel tem um problema. eu posso ouvir você, mas você não pode ouvir a minha voz.","Saya tidak bisa berbicara, bcaz mobile memiliki masalah. saya bisa mendengarkan Anda tetapi Anda tidak bisa mendengarkan suara saya.","Konuşamıyorum, bcaz mobilde bir sorun var. seni dinleyebilirim ama sesimi dinleyemezsin."
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,HUNT UETCHES DES DESS आदेश दे.,এই মুহূর্তে কেউ আমাকে কখনোই ঘৃণা করে! আমি এখন জাহান্নামে গিয়েছিলাম? এবং আপনি আমাকে শুধু বলতে চান।,HIYA STU WOT U UP 2.IM in so much trouble at home at a moment Someone hates me ever U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,"यावेळी माझ्या घरातील कुणी मला कधीच नफरत करतो, मी आता पाहायचं आहे, आणि तुम्ही मला वाचू शकत नाही.",ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا ہا,¡Haya está en tu hogar! en un momento tan difícil en el que alguien me ha odiado alguna vez! ¿Qué es el infierno que he dado ahora? y ¿Quieres decirme el texto BCK por favor LUV DAN,HIYA STU WOT U U UP 2.IM dans tellement de TRUBLE à la maison à MOMENT EVONE me hait même U! WOT LE SELL AV que j'ai fait maintenant? Vous voulez juste me dire TEXTE BCK PLEase LUV DAN,"Wenn ich mich so viel Zeit zu Hause aufbringe, dann sag mir einfach mal, was ich mit LUV Dan zu tun habe.",في هذه اللحظة يغضبني أحدهم أبداً؟ في هذه اللحظة يغضبني أحدهم أبداً؟ في هذه اللحظة يغضبني أحدهم أبداً؟ في هذه اللحظة يغضبني أحدهم أبداً؟ في هذه اللحظة يغضبني أحدهم أبداً؟ في هذه اللحظة يغضبني أحدهم أبداً؟,"Итак, у меня очень много проблем в доме в тот момент, когда кто-то ненавидит меня когда-нибудь вы! что я сделал сейчас? и что вы просто скажете мне текст БК, пожалуйста, Люв Дан",哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,HIYA STU WOT U UP 2.IM IN SO MUITO TRUBLE AT HOME EM MOMENTO QUEM ME HATE EVEN U!WOT THE HELL AV I DONE NOW?Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,HYYA STU WOT U UP 2.IM dalam begitu banyak masalah di rumah pada saat seseorang membenci saya pernah Anda!WOT THE HELL AV I DONE NOW?Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,HAYYA STU WOT U UP 2.IM IN SO MUCH TRUBLE A HOME AT MOMENT EVEN U!WOT THE HELL AV I DONE NOW?Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
ham,S...i will take mokka players only:),एस......i मोका खिलाड़ियों को केवल ले जाएगा:),আমি শুধু খেলোয়াড়দের জন্য খেলতে পারি:),S...I ਸਿਰਫ mokka ਖੇਡਣ ਲਈ ਹੋ ਜਾਵੇਗਾ :),मी फक्त खेळाडूंना मांडणार आहे :),جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں,S...I sólo tomará a los jugadores de mokka :),S...i prendra les joueurs de mokka seulement:),S...ich werde nur Mokka-Spieler nehmen:),س...سأحصل على لاعبي موكا فقط :),С...I будет брать мокки игроков только :),S...i 只會採取 mokka 玩家:),S...i vai tomar mokka jogadores apenas :),S...i hanya akan mengambil pemain mokka :),S...i sadece mokka oyuncuları alacak :)
ham,Are you still playing with gautham?,आप अभी भी gautham के साथ खेल रहे हैं?,আপনি কি এখনও গুথামের সাথে খেলছেন?,ਤੁਹਾਨੂੰ Gautama ਨਾਲ ਖੇਡਦੇ ਹਨ?,तुम्ही गॅटॅममध्ये खेळत आहात का?,کیا آپ اب بھی Gautham کے ساتھ کھیلتے ہیں؟,¿Estás jugando con Gautham?,Tu joues toujours avec Gautham?,Spielst du immer noch mit Gautham?,هل لا تزال تلعب مع غوتام؟,Вы все еще играете с гаутам?,你还在玩Gautham吗?,Você ainda está jogando com Gautham?,Apakah Anda masih bermain dengan Gautham?,Hala Gautham ile oynuyor musunuz?
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,अरे और मैं समुद्र दृश्य के लिए जा रहे हैं और मैं समलैंगिकों के एक जोड़े के साथ मैं मतलब खेल! मुझे एक घंटी दे जब फिर खत्म हो.,"হে mr এবং আমি সমুদ্রের দিকে যাচ্ছি এবং একটি কয়েক সমকামী আছে, আমি খেলা মানে!",Hey Mr. and I am going to the sea view and having a couple of gay I mean games! ਮਦਦ ਕਰਨ ਲਈ ਮਦਦ ਕਰਨ ਲਈ ਮਦਦ ਕਰਨ ਲਈ ਮਦਦ ਕਰਨ ਲਈ ਮਦਦ!,हे श्री आणि मी समुद्र दृष्टीने जातो आणि दोन समलैंगिक आहे मी खेळाडू आहे!,ہیرو اور میں سمندر کے منظر میں جا رہا ہوں اور ایک جوڑا ہم جنس پرستوں کے ساتھ میں کھیلوں کا مطلب ہے!,¡Hey señor y yo vamos a la vista del mar y tengo un par de homosexuales que quiero decir juegos!,Hey Mr et moi allons à la vue sur la mer et d'avoir quelques gays je veux dire des jeux! Donnez-moi une cloche quand vous avez fini,"Hey mr und ich gehen zum Meer und mit ein paar Schwulen ich meine Spiele! Gib mir eine Glocke, wenn du fertig bist",مرحبا السيد وأنا ذاهب إلى إطلالة على البحر ولديك زوج من المثليين أقصد الألعاب!,"Hey Mr. and I'm going to the sea view and having a couple of gay I mean games!Дай мне звонок, когда я закончу","你好,先生和我去海景,有几位同性恋者,我指的是游戏!给我一个钟声,当我结束时。",Hey mr e eu vou para a vista do mar e ter um par de gays eu quero dizer jogos!,Hey mr dan saya pergi ke pemandangan laut dan memiliki beberapa gay saya maksud permainan! beri saya panggilan ketika ya selesai,Merhaba Bay ve ben deniz manzarasına gidiyorum ve bir çift eşcinsel var demek oyunlar!
